"","species","island","cycle","site","landCover","variable","estimate","standardError","LCI","UCI","modelType","modelFormulation","AIC","K","totalModelRuntime"
"558","Trachylepis atlantica","Ilha do Meio",4.1,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"559","Trachylepis atlantica","Ilha do Meio",4.1,39,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"560","Trachylepis atlantica","Ilha do Meio",4.1,40,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"561","Trachylepis atlantica","Ilha do Meio",5,1,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"562","Trachylepis atlantica","Ilha do Meio",5,2,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"563","Trachylepis atlantica","Ilha do Meio",5,3,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"564","Trachylepis atlantica","Ilha do Meio",5,4,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"565","Trachylepis atlantica","Ilha do Meio",5,5,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"566","Trachylepis atlantica","Ilha do Meio",5,6,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"567","Trachylepis atlantica","Ilha do Meio",5,7,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"568","Trachylepis atlantica","Ilha do Meio",5,8,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"569","Trachylepis atlantica","Ilha do Meio",5,9,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"570","Trachylepis atlantica","Ilha do Meio",5,10,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"571","Trachylepis atlantica","Ilha do Meio",5,11,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"572","Trachylepis atlantica","Ilha do Meio",5,12,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"573","Trachylepis atlantica","Ilha do Meio",5,13,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"574","Trachylepis atlantica","Ilha do Meio",5,14,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"575","Trachylepis atlantica","Ilha do Meio",5,15,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"576","Trachylepis atlantica","Ilha do Meio",5,16,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"577","Trachylepis atlantica","Ilha do Meio",5,17,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"578","Trachylepis atlantica","Ilha do Meio",5,18,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"579","Trachylepis atlantica","Ilha do Meio",5,19,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"580","Trachylepis atlantica","Ilha do Meio",5,20,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"581","Trachylepis atlantica","Ilha do Meio",5,21,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"582","Trachylepis atlantica","Ilha do Meio",5,22,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"583","Trachylepis atlantica","Ilha do Meio",5,23,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"584","Trachylepis atlantica","Ilha do Meio",5,24,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"585","Trachylepis atlantica","Ilha do Meio",5,25,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"586","Trachylepis atlantica","Ilha do Meio",5,26,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"587","Trachylepis atlantica","Ilha do Meio",5,27,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"588","Trachylepis atlantica","Ilha do Meio",5,28,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"589","Trachylepis atlantica","Ilha do Meio",5,29,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"590","Trachylepis atlantica","Ilha do Meio",5,30,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"591","Trachylepis atlantica","Ilha do Meio",5,31,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"592","Trachylepis atlantica","Ilha do Meio",5,32,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"593","Trachylepis atlantica","Ilha do Meio",5,33,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"594","Trachylepis atlantica","Ilha do Meio",5,34,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"595","Trachylepis atlantica","Ilha do Meio",5,35,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"596","Trachylepis atlantica","Ilha do Meio",5,36,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"597","Trachylepis atlantica","Ilha do Meio",5,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"598","Trachylepis atlantica","Ilha do Meio",5,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"599","Trachylepis atlantica","Ilha do Meio",5,39,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"600","Trachylepis atlantica","Ilha do Meio",5,40,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"601","Trachylepis atlantica","Ilha do Meio",1,1,"semi-open","initialPopulationDensity",0.513725300951301,0.513725300951301,0.513725300951301,0.513725300951301,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"602","Trachylepis atlantica","Ilha do Meio",1,2,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"603","Trachylepis atlantica","Ilha do Meio",1,3,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"604","Trachylepis atlantica","Ilha do Meio",1,4,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"605","Trachylepis atlantica","Ilha do Meio",1,5,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"606","Trachylepis atlantica","Ilha do Meio",1,6,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"607","Trachylepis atlantica","Ilha do Meio",1,7,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"608","Trachylepis atlantica","Ilha do Meio",1,8,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"609","Trachylepis atlantica","Ilha do Meio",1,9,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"610","Trachylepis atlantica","Ilha do Meio",1,10,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"611","Trachylepis atlantica","Ilha do Meio",1,11,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"612","Trachylepis atlantica","Ilha do Meio",1,12,"semi-open","initialPopulationDensity",0.513725300951301,0.513725300951301,0.513725300951301,0.513725300951301,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"613","Trachylepis atlantica","Ilha do Meio",1,13,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"614","Trachylepis atlantica","Ilha do Meio",1,14,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"615","Trachylepis atlantica","Ilha do Meio",1,15,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"616","Trachylepis atlantica","Ilha do Meio",1,16,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"617","Trachylepis atlantica","Ilha do Meio",1,17,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"618","Trachylepis atlantica","Ilha do Meio",1,18,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"619","Trachylepis atlantica","Ilha do Meio",1,19,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"620","Trachylepis atlantica","Ilha do Meio",1,20,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"621","Trachylepis atlantica","Ilha do Meio",1,21,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"622","Trachylepis atlantica","Ilha do Meio",1,22,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"623","Trachylepis atlantica","Ilha do Meio",1,23,"semi-open","initialPopulationDensity",0.513725300951301,0.513725300951301,0.513725300951301,0.513725300951301,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"624","Trachylepis atlantica","Ilha do Meio",1,24,"treed","initialPopulationDensity",46.5316428958743,46.5316428958743,46.5316428958743,46.5316428958743,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"625","Trachylepis atlantica","Ilha do Meio",1,25,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"626","Trachylepis atlantica","Ilha do Meio",1,26,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"627","Trachylepis atlantica","Ilha do Meio",1,27,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"628","Trachylepis atlantica","Ilha do Meio",1,28,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"629","Trachylepis atlantica","Ilha do Meio",1,29,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"630","Trachylepis atlantica","Ilha do Meio",1,30,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"631","Trachylepis atlantica","Ilha do Meio",1,31,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"632","Trachylepis atlantica","Ilha do Meio",1,32,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"633","Trachylepis atlantica","Ilha do Meio",1,33,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"634","Trachylepis atlantica","Ilha do Meio",1,34,"semi-open","initialPopulationDensity",0.513725300951301,0.513725300951301,0.513725300951301,0.513725300951301,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"635","Trachylepis atlantica","Ilha do Meio",1,35,"bushy","initialPopulationDensity",14.4661170752839,14.4661170752839,14.4661170752839,14.4661170752839,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"636","Trachylepis atlantica","Ilha do Meio",1,36,"semi-open","initialPopulationDensity",0.513725300951301,0.513725300951301,0.513725300951301,0.513725300951301,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"637","Trachylepis atlantica","Ilha do Meio",1,37,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"638","Trachylepis atlantica","Ilha do Meio",1,38,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"639","Trachylepis atlantica","Ilha do Meio",1,39,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"640","Trachylepis atlantica","Ilha do Meio",1,40,"open","initialPopulationDensity",0.125821730294067,0.125821730294067,0.125821730294067,0.125821730294067,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"641","Trachylepis atlantica","Ilha do Meio",2,1,"semi-open","initialPopulationDensity",0.246640388921055,0.0330597494818656,0.189657007631063,0.320744707548397,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"642","Trachylepis atlantica","Ilha do Meio",2,2,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"643","Trachylepis atlantica","Ilha do Meio",2,3,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"644","Trachylepis atlantica","Ilha do Meio",2,4,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"645","Trachylepis atlantica","Ilha do Meio",2,5,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"646","Trachylepis atlantica","Ilha do Meio",2,6,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"647","Trachylepis atlantica","Ilha do Meio",2,7,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"648","Trachylepis atlantica","Ilha do Meio",2,8,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"649","Trachylepis atlantica","Ilha do Meio",2,9,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"650","Trachylepis atlantica","Ilha do Meio",2,10,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"651","Trachylepis atlantica","Ilha do Meio",2,11,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"652","Trachylepis atlantica","Ilha do Meio",2,12,"semi-open","initialPopulationDensity",0.246640388921055,0.0330597494818656,0.189657007631063,0.320744707548397,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"653","Trachylepis atlantica","Ilha do Meio",2,13,"open","initialPopulationDensity",0.0604072262685589,0.00809700218228305,0.0464508421491926,0.0785568746792742,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"654","Trachylepis atlantica","Ilha do Meio",2,14,"treed","initialPopulationDensity",22.3399207314145,2.99444947381141,17.1785429595287,29.0520598552308,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"655","Trachylepis atlantica","Ilha do Meio",2,15,"treed","initialPopulationDensity",22.3399207314145,2.99444947381141,17.1785429595287,29.0520598552308,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"656","Trachylepis atlantica","Ilha do Meio",2,16,"treed","initialPopulationDensity",22.3399207314145,2.99444947381141,17.1785429595287,29.0520598552308,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
